LECROYHDO6104B,11090,Histogram
Segments,1,SegmentSize,488
Segment,TrigTime,TimeSinceSegment1
#1,04-May-2026 18:06:47,0                 
Time,Ampl
-0.0103,0
-0.0102,0
-0.0101,0
-0.01,0
-0.0099,0
-0.0098,0
-0.0097,0
-0.0096,0
-0.0095,0
-0.0094,0
-0.0093,0
-0.0092,0
-0.0091,0
-0.009,0
-0.0089,0
-0.0088,0
-0.0087,0
-0.0086,0
-0.0085,0
-0.0084,0
-0.0083,0
-0.0082,0
-0.0081,0
-0.008,0
-0.0079,0
-0.0078,0
-0.0077,0
-0.0076,0
-0.0075,0
-0.0074,0
-0.0073,0
-0.0072,0
-0.0071,0
-0.007,0
-0.0069,0
-0.0068,0
-0.0067,0
-0.0066,0
-0.0065,0
-0.0064,0
-0.0063,0
-0.0062,0
-0.0061,0
-0.006,0
-0.0059,0
-0.0058,0
-0.0057,0
-0.0056,0
-0.0055,0
-0.0054,0
-0.0053,0
-0.0052,0
-0.0051,0
-0.005,0
-0.0049,0
-0.0048,0
-0.0047,0
-0.0046,0
-0.0045,0
-0.0044,0
-0.0043,0
-0.0042,0
-0.0041,0
-0.004,0
-0.0039,0
-0.0038,0
-0.0037,0
-0.0036,0
-0.0035,0
-0.0034,0
-0.0033,0
-0.0032,0
-0.0031,0
-0.003,0
-0.0029,0
-0.0028,0
-0.0027,0
-0.0026,0
-0.0025,0
-0.0024,0
-0.0023,0
-0.0022,0
-0.0021,0
-0.002,0
-0.0019,0
-0.0018,0
-0.0017,0
-0.0016,0
-0.0015,0
-0.0014,0
-0.0013,0
-0.0012,0
-0.0011,0
-0.001,0
-0.0009,0
-0.0008,0
-0.0007,0
-0.0006,0
-0.0005,0
-0.0004,0
-0.0003,0
-0.0002,0
-0.0001,0
-7.183e-18,0
0.0001,0
0.0002,0
0.0003,0
0.0004,0
0.0005,1
0.0006,0
0.0007,0
0.0008,0
0.0009,1
0.001,0
0.0011,2
0.0012,3
0.0013,3
0.0014,9
0.0015,8
0.0016,10
0.0017,9
0.0018,8
0.0019,9
0.002,16
0.0021,15
0.0022,24
0.0023,21
0.0024,17
0.0025,15
0.0026,17
0.0027,15
0.0028,18
0.0029,23
0.003,21
0.0031,33
0.0032,37
0.0033,31
0.0034,32
0.0035,30
0.0036,40
0.0037,42
0.0038,40
0.0039,52
0.004,61
0.0041,135
0.0042,175
0.0043,198
0.0044,200
0.0045,148
0.0046,109
0.0047,79
0.0048,51
0.0049,43
0.005,43
0.0051,37
0.0052,58
0.0053,68
0.0054,82
0.0055,77
0.0056,100
0.0057,105
0.0058,122
0.0059,157
0.006,179
0.0061,195
0.0062,259
0.0063,227
0.0064,193
0.0065,167
0.0066,169
0.0067,169
0.0068,144
0.0069,121
0.007,129
0.0071,86
0.0072,91
0.0073,91
0.0074,71
0.0075,83
0.0076,88
0.0077,101
0.0078,124
0.0079,149
0.008,190
0.0081,182
0.0082,276
0.0083,317
0.0084,361
0.0085,434
0.0086,603
0.0087,689
0.0088,776
0.0089,797
0.009,848
0.0091,783
0.0092,646
0.0093,570
0.0094,424
0.0095,398
0.0096,299
0.0097,266
0.0098,257
0.0099,277
0.01,235
0.0101,244
0.0102,283
0.0103,397
0.0104,464
0.0105,621
0.0106,855
0.0107,1029
0.0108,1149
0.0109,1355
0.011,1550
0.0111,1875
0.0112,2097
0.0113,2623
0.0114,2992
0.0115,3455
0.0116,3942
0.0117,4116
0.0118,3622
0.0119,3058
0.012,2090
0.0121,1370
0.0122,745
0.0123,449
0.0124,326
0.0125,296
0.0126,370
0.0127,481
0.0128,524
0.0129,629
0.013,660
0.0131,689
0.0132,691
0.0133,754
0.0134,710
0.0135,800
0.0136,780
0.0137,977
0.0138,1156
0.0139,1315
0.014,1539
0.0141,1575
0.0142,1522
0.0143,1275
0.0144,896
0.0145,584
0.0146,403
0.0147,269
0.0148,226
0.0149,211
0.015,236
0.0151,243
0.0152,253
0.0153,256
0.0154,249
0.0155,285
0.0156,237
0.0157,306
0.0158,318
0.0159,345
0.016,404
0.0161,462
0.0162,558
0.0163,682
0.0164,777
0.0165,757
0.0166,810
0.0167,665
0.0168,522
0.0169,334
0.017,274
0.0171,183
0.0172,169
0.0173,143
0.0174,147
0.0175,123
0.0176,115
0.0177,110
0.0178,122
0.0179,111
0.018,152
0.0181,148
0.0182,161
0.0183,167
0.0184,185
0.0185,232
0.0186,251
0.0187,310
0.0188,377
0.0189,369
0.019,394
0.0191,349
0.0192,242
0.0193,193
0.0194,144
0.0195,94
0.0196,73
0.0197,53
0.0198,66
0.0199,53
0.02,46
0.0201,57
0.0202,42
0.0203,46
0.0204,53
0.0205,53
0.0206,72
0.0207,71
0.0208,93
0.0209,123
0.021,166
0.0211,178
0.0212,213
0.0213,205
0.0214,174
0.0215,186
0.0216,131
0.0217,96
0.0218,55
0.0219,55
0.022,30
0.0221,25
0.0222,24
0.0223,17
0.0224,20
0.0225,23
0.0226,18
0.0227,24
0.0228,24
0.0229,33
0.023,35
0.0231,42
0.0232,38
0.0233,60
0.0234,71
0.0235,97
0.0236,116
0.0237,132
0.0238,110
0.0239,92
0.024,58
0.0241,46
0.0242,34
0.0243,27
0.0244,26
0.0245,15
0.0246,13
0.0247,9
0.0248,10
0.0249,13
0.025,13
0.0251,11
0.0252,9
0.0253,5
0.0254,18
0.0255,20
0.0256,43
0.0257,45
0.0258,41
0.0259,50
0.026,52
0.0261,55
0.0262,48
0.0263,50
0.0264,38
0.0265,23
0.0266,22
0.0267,12
0.0268,10
0.0269,13
0.027,1
0.0271,3
0.0272,9
0.0273,7
0.0274,7
0.0275,13
0.0276,4
0.0277,3
0.0278,19
0.0279,13
0.028,16
0.0281,21
0.0282,30
0.0283,40
0.0284,33
0.0285,37
0.0286,28
0.0287,22
0.0288,17
0.0289,15
0.029,9
0.0291,4
0.0292,5
0.0293,2
0.0294,3
0.0295,7
0.0296,5
0.0297,3
0.0298,3
0.0299,4
0.03,6
0.0301,9
0.0302,8
0.0303,10
0.0304,8
