LECROYHDO6104B,11090,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,04-May-2026 17:15:43,0                 
Time,Ampl
-2.160706e-07,-0.0070459042
-2.159706e-07,-0.0070480584
-2.158706e-07,-0.007055239
-2.157706e-07,-0.0070609835
-2.156706e-07,-0.0070624196
-2.155706e-07,-0.0070595473
-2.154706e-07,-0.007055239
-2.153706e-07,-0.0070545209
-2.152706e-07,-0.0070588293
-2.151706e-07,-0.0070681641
-2.150706e-07,-0.0070782169
-2.149706e-07,-0.0070853975
-2.148706e-07,-0.0070875517
-2.147706e-07,-0.0070839614
-2.146706e-07,-0.0070782169
-2.145706e-07,-0.0070731905
-2.144706e-07,-0.0070717544
-2.143706e-07,-0.0070739085
-2.142706e-07,-0.0070782169
-2.141706e-07,-0.0070825253
-2.140706e-07,-0.0070861156
-2.139706e-07,-0.0070882698
-2.138706e-07,-0.0070897059
-2.137706e-07,-0.0070904239
-2.136706e-07,-0.007091142
-2.135706e-07,-0.007091142
-2.134706e-07,-0.0070897059
-2.133706e-07,-0.0070882698
-2.132706e-07,-0.0070868336
-2.131706e-07,-0.0070875517
-2.130706e-07,-0.0070897059
-2.129706e-07,-0.0070932962
-2.128706e-07,-0.0070954504
-2.127706e-07,-0.0070947323
-2.126706e-07,-0.0070897059
-2.125706e-07,-0.0070818072
-2.124706e-07,-0.0070739085
-2.123706e-07,-0.0070681641
-2.122706e-07,-0.0070667279
-2.121706e-07,-0.0070681641
-2.120706e-07,-0.0070696002
-2.119706e-07,-0.0070688821
-2.118706e-07,-0.0070667279
-2.117706e-07,-0.0070645738
-2.116706e-07,-0.0070660099
-2.115706e-07,-0.0070746266
-2.114706e-07,-0.0070897059
-2.113706e-07,-0.0071076574
-2.112706e-07,-0.0071227367
-2.111706e-07,-0.0071291992
-2.110706e-07,-0.0071241728
-2.109706e-07,-0.0071126838
-2.108706e-07,-0.0071019129
-2.107706e-07,-0.0071004768
-2.106706e-07,-0.0071126838
-2.105706e-07,-0.0071378159
-2.104706e-07,-0.0071694106
-2.103706e-07,-0.007197415
-2.102706e-07,-0.0072160846
-2.101706e-07,-0.0072239832
-2.100706e-07,-0.0072254193
-2.099706e-07,-0.0072282916
-2.098706e-07,-0.0072390625
-2.097706e-07,-0.0072584501
-2.096706e-07,-0.0072828642
-2.095706e-07,-0.0073051241
-2.094706e-07,-0.0073194853
-2.093706e-07,-0.0073237937
-2.092706e-07,-0.0073230756
-2.091706e-07,-0.0073230756
-2.090706e-07,-0.0073309743
-2.089706e-07,-0.0073474897
-2.088706e-07,-0.0073690315
-2.087706e-07,-0.0073884191
-2.086706e-07,-0.0073999081
-2.085706e-07,-0.0074013442
-2.084706e-07,-0.0073948817
-2.083706e-07,-0.0073891372
-2.082706e-07,-0.0073884191
-2.081706e-07,-0.0073948817
-2.080706e-07,-0.0074049345
-2.079706e-07,-0.0074128332
-2.078706e-07,-0.0074113971
-2.077706e-07,-0.0074006261
-2.076706e-07,-0.0073848288
-2.075706e-07,-0.0073704676
-2.074706e-07,-0.0073654412
-2.073706e-07,-0.0073704676
-2.072706e-07,-0.0073805205
-2.071706e-07,-0.0073891372
-2.070706e-07,-0.0073884191
-2.069706e-07,-0.0073769301
-2.068706e-07,-0.0073575425
-2.067706e-07,-0.0073403091
-2.066706e-07,-0.0073309743
-2.065706e-07,-0.0073331284
-2.064706e-07,-0.0073431813
-2.063706e-07,-0.0073532341
-2.062706e-07,-0.0073539522
-2.061706e-07,-0.0073417452
-2.060706e-07,-0.0073194853
-2.059706e-07,-0.0072943532
-2.058706e-07,-0.0072735294
-2.057706e-07,-0.0072627585
-2.056706e-07,-0.0072606043
-2.055706e-07,-0.0072627585
-2.054706e-07,-0.0072620404
-2.053706e-07,-0.0072555779
-2.052706e-07,-0.007244807
-2.051706e-07,-0.0072340361
-2.050706e-07,-0.0072275735
-2.049706e-07,-0.0072268555
-2.048706e-07,-0.0072290097
-2.047706e-07,-0.0072268555
-2.046706e-07,-0.0072160846
-2.045706e-07,-0.0071952608
-2.044706e-07,-0.0071694106
-2.043706e-07,-0.0071471507
-2.042706e-07,-0.0071356618
-2.041706e-07,-0.0071370979
-2.040706e-07,-0.0071464327
-2.039706e-07,-0.0071564855
-2.038706e-07,-0.0071586397
-2.037706e-07,-0.0071493049
-2.036706e-07,-0.0071313534
-2.035706e-07,-0.0071126838
-2.034706e-07,-0.0071011949
-2.033706e-07,-0.0071011949
-2.032706e-07,-0.0071126838
-2.031706e-07,-0.0071299173
-2.030706e-07,-0.0071471507
-2.029706e-07,-0.0071607939
-2.028706e-07,-0.0071730009
-2.027706e-07,-0.007185926
-2.026706e-07,-0.0072045956
-2.025706e-07,-0.0072282916
-2.024706e-07,-0.0072527057
-2.023706e-07,-0.0072735294
-2.022706e-07,-0.0072850184
-2.021706e-07,-0.0072886087
-2.020706e-07,-0.0072900448
-2.019706e-07,-0.0072950712
-2.018706e-07,-0.0073079963
-2.017706e-07,-0.007328102
-2.016706e-07,-0.0073474897
-2.015706e-07,-0.0073582606
-2.014706e-07,-0.0073539522
-2.013706e-07,-0.0073367187
-2.012706e-07,-0.0073144589
-2.011706e-07,-0.0072986615
-2.010706e-07,-0.0072965074
-2.009706e-07,-0.0073072783
-2.008706e-07,-0.0073230756
-2.007706e-07,-0.0073302562
-2.006706e-07,-0.0073194853
-2.005706e-07,-0.0072893267
-2.004706e-07,-0.0072469612
-2.003706e-07,-0.0072067498
-2.002706e-07,-0.0071816176
-2.001706e-07,-0.0071765912
-2.000706e-07,-0.0071866441
-1.999706e-07,-0.0071995692
-1.998706e-07,-0.0072045956
-1.997706e-07,-0.0071945427
-1.996706e-07,-0.0071730009
-1.995706e-07,-0.0071493049
-1.994706e-07,-0.0071356618
-1.993706e-07,-0.0071378159
-1.992706e-07,-0.0071521772
-1.991706e-07,-0.0071708467
-1.990706e-07,-0.0071816176
-1.989706e-07,-0.0071794635
-1.988706e-07,-0.0071672564
-1.987706e-07,-0.0071528952
-1.986706e-07,-0.0071471507
-1.985706e-07,-0.0071557675
-1.984706e-07,-0.0071773093
-1.983706e-07,-0.0072010053
-1.982706e-07,-0.0072160846
-1.981706e-07,-0.0072160846
-1.980706e-07,-0.0072024414
-1.979706e-07,-0.0071830538
-1.978706e-07,-0.0071701287
-1.977706e-07,-0.0071715648
-1.976706e-07,-0.0071895163
-1.975706e-07,-0.0072153665
-1.974706e-07,-0.0072390625
-1.973706e-07,-0.0072512695
-1.972706e-07,-0.0072491153
-1.971706e-07,-0.0072347541
-1.970706e-07,-0.0072160846
-1.969706e-07,-0.0072002872
-1.968706e-07,-0.0071895163
-1.967706e-07,-0.007185208
-1.966706e-07,-0.0071816176
-1.965706e-07,-0.0071773093
-1.964706e-07,-0.0071722829
-1.963706e-07,-0.0071686926
-1.962706e-07,-0.0071701287
-1.961706e-07,-0.0071773093
-1.960706e-07,-0.0071873621
-1.959706e-07,-0.0071945427
-1.958706e-07,-0.0071931066
-1.957706e-07,-0.0071816176
-1.956706e-07,-0.00716223
-1.955706e-07,-0.0071414062
-1.954706e-07,-0.0071241728
-1.953706e-07,-0.0071141199
-1.952706e-07,-0.0071090935
-1.951706e-07,-0.0071062213
-1.950706e-07,-0.0071011949
-1.949706e-07,-0.0070925781
-1.948706e-07,-0.0070846795
-1.947706e-07,-0.0070825253
-1.946706e-07,-0.0070897059
-1.945706e-07,-0.0071055032
-1.944706e-07,-0.0071241728
-1.943706e-07,-0.0071370979
-1.942706e-07,-0.0071356618
-1.941706e-07,-0.0071198644
-1.940706e-07,-0.0070940142
-1.939706e-07,-0.0070696002
-1.938706e-07,-0.007055239
-1.937706e-07,-0.007055957
-1.936706e-07,-0.0070703182
-1.935706e-07,-0.0070882698
-1.934706e-07,-0.0071011949
-1.933706e-07,-0.007103349
-1.932706e-07,-0.0070961684
-1.931706e-07,-0.0070846795
-1.930706e-07,-0.0070782169
-1.929706e-07,-0.0070818072
-1.928706e-07,-0.0070940142
-1.927706e-07,-0.0071112477
-1.926706e-07,-0.0071241728
-1.925706e-07,-0.0071284812
-1.924706e-07,-0.0071227367
-1.923706e-07,-0.0071119658
-1.922706e-07,-0.0071011949
