LECROYHDO6104B,11090,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,04-May-2026 18:45:40,0                 
Time,Ampl
-3.701279e-08,-0.0054799115
-3.691279e-08,-0.005474167
-3.681279e-08,-0.0054677045
-3.671279e-08,-0.0054662684
-3.661279e-08,-0.005473449
-3.651279e-08,-0.0054870921
-3.641279e-08,-0.0054978631
-3.631279e-08,-0.0055007353
-3.621279e-08,-0.0054935547
-3.611279e-08,-0.0054813477
-3.601279e-08,-0.005474167
-3.591279e-08,-0.0054777574
-3.581279e-08,-0.0054949908
-3.571279e-08,-0.0055201229
-3.561279e-08,-0.005544537
-3.551279e-08,-0.0055581801
-3.541279e-08,-0.0055603343
-3.531279e-08,-0.0055553079
-3.521279e-08,-0.0055524357
-3.511279e-08,-0.0055581801
-3.501279e-08,-0.0055732594
-3.491279e-08,-0.0055912109
-3.481279e-08,-0.0055998277
-3.471279e-08,-0.0055926471
-3.461279e-08,-0.0055696691
-3.451279e-08,-0.0055416648
-3.441279e-08,-0.0055222771
-3.431279e-08,-0.0055237132
-3.421279e-08,-0.0055474092
-3.411279e-08,-0.0055840303
-3.401279e-08,-0.0056192153
-3.391279e-08,-0.0056386029
-3.381279e-08,-0.0056364488
-3.371279e-08,-0.0056192153
-3.361279e-08,-0.0055998277
-3.351279e-08,-0.0055926471
-3.341279e-08,-0.005603418
-3.331279e-08,-0.005627832
-3.321279e-08,-0.005651528
-3.311279e-08,-0.0056615809
-3.301279e-08,-0.00565081
-3.291279e-08,-0.0056235237
-3.281279e-08,-0.0055912109
-3.271279e-08,-0.0055696691
-3.261279e-08,-0.0055667969
-3.251279e-08,-0.00558044
-3.241279e-08,-0.0056012638
-3.231279e-08,-0.005615625
-3.221279e-08,-0.0056163431
-3.211279e-08,-0.0056026999
-3.201279e-08,-0.0055833123
-3.191279e-08,-0.0055696691
-3.181279e-08,-0.005568233
-3.171279e-08,-0.0055782858
-3.161279e-08,-0.0055933651
-3.151279e-08,-0.005604136
-3.141279e-08,-0.005604136
-3.131279e-08,-0.0055940832
-3.121279e-08,-0.005579722
-3.111279e-08,-0.0055696691
-3.101279e-08,-0.005568233
-3.091279e-08,-0.0055754136
-3.081279e-08,-0.0055847484
-3.071279e-08,-0.0055926471
-3.061279e-08,-0.0055969554
-3.051279e-08,-0.0056005457
-3.041279e-08,-0.0056091625
-3.031279e-08,-0.005627114
-3.021279e-08,-0.005651528
-3.011279e-08,-0.0056737879
-3.001279e-08,-0.0056831227
-2.991279e-08,-0.0056730699
-2.981279e-08,-0.0056450655
-2.971279e-08,-0.0056084444
-2.961279e-08,-0.005579722
-2.951279e-08,-0.0055696691
-2.941279e-08,-0.0055811581
-2.931279e-08,-0.0056055722
-2.921279e-08,-0.0056285501
-2.911279e-08,-0.0056386029
-2.901279e-08,-0.0056299862
-2.891279e-08,-0.0056091625
-2.881279e-08,-0.0055890568
-2.871279e-08,-0.0055811581
-2.861279e-08,-0.0055904929
-2.851279e-08,-0.0056105986
-2.841279e-08,-0.005627114
-2.831279e-08,-0.005627114
-2.821279e-08,-0.005604136
-2.811279e-08,-0.0055639246
-2.801279e-08,-0.0055201229
-2.791279e-08,-0.0054892463
-2.781279e-08,-0.0054799115
-2.771279e-08,-0.0054899644
-2.761279e-08,-0.005509352
-2.751279e-08,-0.0055237132
-2.741279e-08,-0.0055237132
-2.731279e-08,-0.005509352
-2.721279e-08,-0.0054906824
-2.711279e-08,-0.0054777574
-2.701279e-08,-0.0054784754
-2.691279e-08,-0.0054914005
-2.681279e-08,-0.0055071978
-2.671279e-08,-0.0055122243
-2.661279e-08,-0.0055000172
-2.651279e-08,-0.0054705767
-2.641279e-08,-0.0054361098
-2.631279e-08,-0.0054088235
-2.621279e-08,-0.0054002068
-2.611279e-08,-0.0054109777
-2.601279e-08,-0.0054332376
-2.591279e-08,-0.0054547794
-2.581279e-08,-0.0054641142
-2.571279e-08,-0.0054569336
-2.561279e-08,-0.0054389821
-2.551279e-08,-0.0054203125
-2.541279e-08,-0.0054109777
-2.531279e-08,-0.005414568
-2.521279e-08,-0.0054282112
-2.511279e-08,-0.0054432904
-2.501279e-08,-0.0054511891
-2.491279e-08,-0.0054475988
-2.481279e-08,-0.0054353918
-2.471279e-08,-0.0054203125
-2.461279e-08,-0.0054109777
-2.451279e-08,-0.0054109777
-2.441279e-08,-0.0054195944
-2.431279e-08,-0.0054318015
-2.421279e-08,-0.0054425724
-2.411279e-08,-0.0054490349
-2.401279e-08,-0.0054519072
-2.391279e-08,-0.0054547794
-2.381279e-08,-0.00546196
-2.371279e-08,-0.005474167
-2.361279e-08,-0.0054885283
-2.351279e-08,-0.0055007353
-2.341279e-08,-0.0055057617
-2.331279e-08,-0.0055014534
-2.321279e-08,-0.0054906824
-2.311279e-08,-0.0054777574
-2.301279e-08,-0.0054691406
-2.291279e-08,-0.0054684226
-2.281279e-08,-0.0054756032
-2.271279e-08,-0.0054892463
-2.261279e-08,-0.0055050437
-2.251279e-08,-0.0055201229
-2.241279e-08,-0.0055301758
-2.231279e-08,-0.0055352022
-2.221279e-08,-0.005533048
-2.211279e-08,-0.0055244313
-2.201279e-08,-0.005509352
-2.191279e-08,-0.0054892463
-2.181279e-08,-0.0054684226
-2.171279e-08,-0.0054519072
-2.161279e-08,-0.0054432904
-2.151279e-08,-0.0054432904
-2.141279e-08,-0.0054511891
-2.131279e-08,-0.0054626781
-2.121279e-08,-0.0054720129
-2.111279e-08,-0.0054777574
-2.101279e-08,-0.0054784754
-2.091279e-08,-0.0054770393
-2.081279e-08,-0.0054763212
-2.071279e-08,-0.0054777574
-2.061279e-08,-0.0054799115
-2.051279e-08,-0.0054784754
-2.041279e-08,-0.0054705767
-2.031279e-08,-0.0054547794
-2.021279e-08,-0.0054353918
-2.011279e-08,-0.0054195944
-2.001279e-08,-0.0054131319
-1.991279e-08,-0.0054203125
-1.981279e-08,-0.0054389821
-1.971279e-08,-0.005461242
-1.961279e-08,-0.0054799115
-1.951279e-08,-0.0054892463
-1.941279e-08,-0.0054892463
-1.931279e-08,-0.0054863741
-1.921279e-08,-0.0054878102
-1.911279e-08,-0.0055007353
-1.901279e-08,-0.0055244313
-1.891279e-08,-0.0055538718
-1.881279e-08,-0.0055790039
-1.871279e-08,-0.0055926471
-1.861279e-08,-0.005591929
-1.851279e-08,-0.0055825942
-1.841279e-08,-0.0055718233
-1.831279e-08,-0.0055696691
-1.821279e-08,-0.0055790039
-1.811279e-08,-0.0055983915
-1.801279e-08,-0.0056206514
-1.791279e-08,-0.0056386029
-1.781279e-08,-0.0056493739
-1.771279e-08,-0.0056536822
-1.761279e-08,-0.0056558364
-1.751279e-08,-0.0056615809
-1.741279e-08,-0.0056723518
-1.731279e-08,-0.0056845588
-1.721279e-08,-0.0056938936
-1.711279e-08,-0.0056960478
-1.701279e-08,-0.0056895852
-1.691279e-08,-0.0056795324
-1.681279e-08,-0.0056723518
-1.671279e-08,-0.0056730699
-1.661279e-08,-0.0056831227
-1.651279e-08,-0.00569892
-1.641279e-08,-0.0057132812
-1.631279e-08,-0.0057190257
-1.621279e-08,-0.0057147174
-1.611279e-08,-0.0057039465
-1.601279e-08,-0.0056917394
-1.591279e-08,-0.0056845588
-1.581279e-08,-0.0056831227
-1.571279e-08,-0.0056845588
-1.561279e-08,-0.0056824046
-1.551279e-08,-0.0056730699
-1.541279e-08,-0.0056565545
-1.531279e-08,-0.0056386029
-1.521279e-08,-0.005627114
-1.511279e-08,-0.005627114
-1.501279e-08,-0.0056378849
-1.491279e-08,-0.0056529642
-1.481279e-08,-0.0056637351
-1.471279e-08,-0.0056615809
-1.461279e-08,-0.0056472197
-1.451279e-08,-0.0056263959
-1.441279e-08,-0.0056091625
-1.431279e-08,-0.005604136
-1.421279e-08,-0.0056127528
-1.411279e-08,-0.005627832
-1.401279e-08,-0.0056400391
-1.391279e-08,-0.0056386029
-1.381279e-08,-0.0056206514
-1.371279e-08,-0.005591929
-1.361279e-08,-0.0055632066
-1.351279e-08,-0.0055466912
-1.341279e-08,-0.0055474092
-1.331279e-08,-0.0055632066
-1.321279e-08,-0.0055854665
-1.311279e-08,-0.005604136
-1.301279e-08,-0.0056120347
-1.291279e-08,-0.0056084444
-1.281279e-08,-0.0055998277
-1.271279e-08,-0.0055926471
-1.261279e-08,-0.0055904929
-1.251279e-08,-0.0055926471
-1.241279e-08,-0.0055948012
-1.231279e-08,-0.0055926471
-1.221279e-08,-0.0055847484
-1.211279e-08,-0.0055761317
-1.201279e-08,-0.0055732594
-1.191279e-08,-0.0055811581
-1.181279e-08,-0.0055998277
-1.171279e-08,-0.0056235237
