LECROYHDO6104B,11090,Waveform
Segments,1,SegmentSize,5780
Segment,TrigTime,TimeSinceSegment1
#1,04-May-2026 18:45:31,0                 
Time,Ampl
994220,0.030272719
994221,0.0071490118
994222,0.021110984
994223,0.039267149
994224,0.0094460882
994225,0.010425523
994226,0.0061626802
994227,0.0074190027
994228,0.015207807
994229,0.0070958757
994230,0.0096567292
994231,0.0073048309
994232,0.020425236
994233,0.0077134077
994234,0.011580883
994235,0.007033404
994236,0.0075970818
994237,0.0073249368
994238,0.016869534
994239,0.027171416
994240,0.0072703641
994241,0.0072840075
994242,0.012857358
994243,0.025857229
994244,0.0074333642
994245,0.0074886545
994246,0.024521053
994247,0.013730038
994248,0.0072337431
994249,0.0077155619
994250,0.017547349
994251,0.017291619
994252,0.013832721
994253,0.018152574
994254,0.017226275
994255,0.0073953066
994256,0.013845646
994257,0.010327866
994258,0.0072380514
994259,0.019755285
994260,0.010601448
994261,0.020381434
994262,0.0071841967
994263,0.010581342
994264,0.020409439
994265,0.010260369
994266,0.0071949679
994267,0.01391458
994268,0.0023248421
994269,0.0068215765
994270,0.0043017659
994271,0.010665355
994272,0.010615809
994273,0.006960162
994274,0.017304543
994275,0.011243394
994276,0.0098632816
994277,0.0061566504
994278,0.020226333
994279,0.0095430259
994280,0.0070973118
994281,0.017217658
994282,0.0068502985
994283,0.0075159408
994284,0.0069637522
994285,0.010493021
994286,0.0071712718
994287,0.013267743
994288,0.03136402
994289,0.010743624
994290,0.0071942499
994291,0.0075310203
994292,0.011086857
994293,0.016626695
994294,0.018032657
994295,0.0097677791
994296,0.0070427391
994297,0.0073795095
994298,0.0068474263
994299,0.014142923
994300,0.013147563
994301,0.0071066464
994302,0.010640941
994303,0.010735007
994304,0.0064285179
994305,0.022894606
994306,0.0097519821
994307,0.010281192
994308,0.010249598
994309,0.0072567211
994310,0.014309512
994311,0.0068517351
994312,0.0070815142
994313,0.0062749675
994314,0.0074462891
994315,0.039453126
994316,0.0098704621
994317,0.016295319
994318,0.007349351
994319,0.014028033
994320,0.017589614
994321,0.030358266
994322,0.009429751
994323,0.01892449
994324,0.0063878666
994325,0.0027698637
994326,0.013579963
994327,0.0071131089
994328,0.0070448932
994329,0.016309587
994330,0.0158515
994331,0.01079711
994332,0.010447782
994333,0.039430149
994334,0.019419834
994335,0.016704964
994336,0.013397057
994337,0.01428079
994338,0.014435174
994339,0.024360927
994340,0.0078512756
994341,0.01567311
994342,0.011517959
994343,0.0076746321
994344,0.0073874081
994345,0.033559281
994346,0.014164465
994347,0.01043773
994348,0.0075834384
994349,0.020909926
994350,0.016964901
994351,0.0097766789
994352,0.013752297
994353,0.019456957
994354,0.00736443
994355,0.013924632
994356,0.0030316128
994357,0.014423684
994358,0.0095257927
994359,0.01051887
994360,0.037415989
994361,0.027529728
994362,0.0054974724
994363,0.005682359
994364,0.0092754178
994365,0.0040893122
994366,0.0063967453
994367,0.011229751
994368,0.013453584
994369,0.010007611
994370,0.0056870403
994371,0.010641659
994372,0.024152689
994373,0.016842831
994374,0.0046515907
994375,0.012985023
994376,0.0065142633
994377,0.010386029
994378,0.010387465
994379,0.013876522
994380,0.011261346
994381,0.0022684061
